collection_host,collection_key,category,data_element,source,instance_number,inst_id,value
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_peak  , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                    1,                    0,                          9
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                    2,                    0,                         12
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                    3,                    0,                         12
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                    1,                    0,                          9
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                    2,                    0,                         12
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                    3,                    0,                         12
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                   -1,                   -1,                         33
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                   -1,                   -1,                         33
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                    1,                    0,                          7
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                    2,                    0,                          9
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                    3,                    0,                          5
racn01, REPO1234789990, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                    1,                    0,                          7
racn01, REPO1234789990, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                    2,                    0,                          9
racn01, REPO1234789990, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                    3,                    0,                          5
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                   -1,                   -1,                         21
racn01, REPO1234789990, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                   -1,                   -1,                         21
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                    1,                    0,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                    3,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                    1,                    0,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                    3,                    0,                          2
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                   -1,                   -1,                          7
racn01, REPO1234789990, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                   -1,                   -1,                          7
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                    1,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                    3,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                    1,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                    3,                    0,                          2
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                    1,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                    1,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                    2,                    0,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                   -1,                   -1,                          5
racn01, REPO1234789990, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                   -1,                   -1,                          5
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                    1,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                    2,                    0,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                    3,                    0,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    1,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    2,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    3,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    1,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    2,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    3,                    0,                        1.1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    1,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    2,                    0,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    3,                    0,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                   -1,                   -1,                        3.3
racn01, REPO1234789990, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                   -1,                   -1,                        3.3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    1,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    2,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    3,                          5
racn01, REPO1234789990, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    1,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    2,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    3,                          5
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                   -1,                   -1,                         13
racn01, REPO1234789990, cpu, aas_on_cpu_peak              , gv$active_session_history,                   -1,                   -1,                         13
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    1,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    2,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    3,                          5
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    1,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    2,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    3,                          5
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                   -1,                   -1,                         13
racn01, REPO1234789990, cpu, aas_on_cpu_9999              , gv$active_session_history,                   -1,                   -1,                         13
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    2,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    3,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    2,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    3,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                   -1,                   -1,                          9
racn01, REPO1234789990, cpu, aas_on_cpu_999               , gv$active_session_history,                   -1,                   -1,                          9
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    1,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    3,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    1,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    3,                          2
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_on_cpu_99                , gv$active_session_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    1,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    3,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    1,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    3,                          2
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_on_cpu_97                , gv$active_session_history,                   -1,                   -1,                          6
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    2,                          2
racn01, REPO1234789990, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                   -1,                   -1,                          4
racn01, REPO1234789990, cpu, aas_on_cpu_95                , gv$active_session_history,                   -1,                   -1,                          4
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_90                , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_75                , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                   -1,                   -1,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    1,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    2,                          1
racn01, REPO1234789990, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    3,                          1
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    1,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    2,                          0
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    3,                          0
racn01, REPO1234789990, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_on_cpu_median            , gv$active_session_history,                   -1,                   -1,                          3
racn01, REPO1234789990, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                   -1,                   -1,                          0
